1br_studio_rent_in_center,adult_nightlife,air_quality_(year-round),airbnb_(monthly),cashless_society,coca-cola,coffee,cost_of_living,cost_of_living_for_expat,cost_of_living_for_local,female_friendly,freedom_of_speech,friendly_to_foreigners,fun,happiness,healthcare,internet,lgbt_friendly,nightlife,peace,quality_of_life,racial_tolerance,religious_government,safe_tap_water,safety,startup_score,traffic_safety,walkability,nomad_score,region,country,place_slug,iata_code
346.0,2.0,51.0,1037.0,3.0,0.54,0.0,3.0,703.0,394.0,2.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.52,Asia,China,zhangjiakou,ZQZ
214.0,2.0,116.0,915.0,3.0,0.35,0.5,3.0,527.0,261.0,3.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,4.09,Asia,China,nanchang,KHN
450.0,2.0,94.0,1555.2992553482488,3.0,0.46,3.87,3.0,1019.0,754.0,2.0,1.0,2.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,3.52,Asia,China,changsha,CSX
548.0,2.0,50.0,946.0,3.0,2.07,2.31,3.0,1186.0,783.0,4.0,3.0,3.0,4.0,3.0,4.0,36.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.08,Europe,Spain,tenerife canary islands,TFS
188.0,2.0,33.0,1373.0,3.0,0.68,1.07,3.0,798.0,337.0,3.0,2.0,2.0,2.0,2.0,2.7056740380379645,29.0,2.0,3.0,2.0,3.0,2.0,1.0,0.0,3.0,4.0,4.0,4.0,4.36,Europe,Serbia,novi sad,QND
329.0,2.0,32.0,1281.0,2.0229789733777217,0.92,1.08,3.0,846.0,439.0,2.0,2.0,3.0,2.0,1.0,3.0,12.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,4.31,Europe,Albania,tirana,TIA
644.0,2.0,177.0,1373.0,1.7067129023130445,0.53,1.01,3.0,1019.0,677.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.9320459526735825,0.0,0.0,2.0,2.0,3.0,1.0,3.32,Africa,Cameroon,douala,DLA
872.0,2.0,177.0,1511.245843045422,1.8891631417149355,0.85,4.57,3.0,1675.0,1108.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,3.0,4.0,3.08,Africa,Cameroon,yaounde,YAO
1275.0,2.0,12.0,2288.0,2.0,1.62,4.06,1.0,2124.0,1393.0,2.0,2.0,3.0,3.0,3.0,3.0,29.0,2.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,4.0,4.37,North America,United States,flagstaff az,FLG
860.0,2.0,12.0,1769.0,2.0,1.77,3.93,2.0,1713.0,1111.0,4.0,2.0,2.0,3.0,3.0,3.0,52.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,2.0,4.4,North America,United States,albuquerque nm,ABQ
1386.0,2.0,18.0,2013.0,3.0,1.44,3.3,1.0,2262.0,1636.0,3.0,2.0,3.0,2.0,3.0,2.0,16.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,2.0,3.83,Europe,United Kingdom,portsmouth,PSM
355.0,2.0,23.0,732.0,3.0,0.76,1.57,3.0,788.0,505.0,2.0,1.0,3.0,1.0,2.0,1.0,33.0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,4.26,Europe,Russia,krasnodar,KRR
557.0,2.0,22.0,1861.0,1.0,2.83,1.71,2.0,1512.0,833.0,4.0,2.0,3.0,2.0,2.0,4.0,10.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,4.34,Europe,Italy,trieste,TRS
219.0,2.0,49.0,702.0,2.018263161418973,0.45,1.12,3.0,548.0,343.0,3.0,1.0,3.0,3.0,2.0,1.0,14.0,2.0,2.0,1.0,3.0,3.0,1.0,0.0,3.0,3.0,4.0,4.0,4.37,Europe,Turkey,izmir,ADB
90.0,2.0,43.0,1281.0,1.0,0.68,1.86,3.0,621.0,278.0,2.0,1.0,3.0,3.0,1.0,2.0,11.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,4.0,1.0,3.88,Asia,Sri Lanka,kandy,KDW
138.0,2.0,167.0,1312.0,1.519644365587124,0.33,0.69,3.0,574.0,213.0,2.0,1.0,3.0,2.0,2.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0769432023467795,0.0,0.0,2.0,1.0,4.0,1.0,3.28,Asia,Uzbekistan,tashkent,TAS
292.0,2.0,50.0,1037.0,1.8766607835339972,0.68,1.94,3.0,836.0,482.0,2.0,1.0,2.0,2.0,2.0,2.0,11.0,1.0,1.0,2.0,3.0,1.4789735183709285,0.0,0.0,3.0,3.0,3.0,1.0,3.82,Asia,Kazakhstan,almaty,ALA
258.0,2.0,32.0,1586.0,1.0,0.68,1.98,3.0,907.0,441.0,2.0,1.0,2.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,4.0,4.0,3.31,Latin America,Mexico,puebla,PBC
190.0,2.0,81.0,1007.0,1.0,0.75,1.16,3.0,681.0,335.0,2.0,2.0,2.0,2.0,3.0,2.0,6.0,4.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,4.0,1.0,3.62,Latin America,Argentina,rosario,RSJ
88.0,2.0,25.0,2074.0,1.0,0.36,1.12,3.0,797.0,232.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.49,Asia,India,kannur,CNN
880.0,2.0,18.0,2257.0,2.0,1.94,3.95,1.0,2133.0,1305.0,4.0,2.0,3.0,3.0,3.0,3.0,36.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,3.96,North America,United States,milwaukee wi,MKE
814.0,2.0,11.0,1464.0,1.0,2.95,3.77,1.0,2006.0,1252.0,3.0,4.0,2.0,3.0,4.0,4.0,36.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.24,Europe,Netherlands,tilburg,EIN
580.0,2.0,22.0,976.0,2.0,1.1,3.35,3.0,1212.0,905.0,2.0,2.0,1.0,2.0,2.0,4.0,16.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,2.0,3.03,Asia,Japan,sendai,SDJ
272.0,2.0,108.0,1089.9463307480785,1.4310241824873042,0.24,1.18,3.0,566.0,337.0,1.0,1.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,3.42,Middle East,Iran,shiraz,SYZ
185.0,2.0,111.0,796.9555853370376,1.865237838386025,0.29,1.39,3.0,396.0,269.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,1.0,2.7,Middle East,Iran,isfahan,IFN
405.0,2.0,50.0,793.0,2.0483222191591013,0.61,3.08,3.0,883.0,711.0,2.0,1.0,3.0,1.0,2.257908523395041,3.0,15.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,3.0,4.0,2.0,3.98,Asia,Brunei,bandar seri begawan,BWN
200.0,2.0,18.0,2257.0,1.5746853493170003,0.58,1.37,3.0,916.0,326.0,2.0,1.0,4.0,2.0,2.0,1.0,10.0,2.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,4.0,4.0,3.83,Europe,Turkey,bodrum,BJV
365.0,2.0,50.0,1251.0,1.0,0.57,1.42,3.0,859.0,509.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,2.0,2.0,3.0,4.0,3.86,Africa,Morocco,tangier,TNG
883.0,2.0,161.0,2959.0,1.7543961918553337,1.33,4.28,1.0,2165.0,1231.0,1.0,1.0,1.0,1.0,3.0,3.0,8.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.27,Middle East,Saudi Arabia,jeddah,JED
114.0,2.0,18.0,946.0,1.0,0.39,1.45,3.0,557.0,274.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,3.63,Asia,India,bhubaneswar,BBI
139.0,2.0,21.0,2379.0,1.0,0.31,1.75,3.0,901.0,300.0,2.0,1.0,3.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,3.89,Asia,India,visakhapatnam,VTZ
510.0,2.0,31.0,1600.4448983074049,2.0,1.3,3.1,3.0,1291.0,805.0,2.0,2.0,1.0,2.0,2.0,4.0,17.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,3.55,Asia,Japan,okayama,OKJ
939.0,2.0,14.0,1739.0,2.0,2.61,5.88,1.0,2385.0,1562.0,4.0,4.0,3.0,3.0,4.0,3.0,23.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,4.0,3.0,4.0,4.0,4.14,Europe,Denmark,aarhus,AAR
487.0,2.0,177.0,1098.0,1.7973576448025357,0.0,0.0,3.0,640.0,414.0,1.0,2.0,1.0,1.0,1.0,0.9405659733394024,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,3.0,1.0,2.71,Africa,Malawi,lilongwe,LLW
186.0,2.0,50.0,770.327700206984,1.9614610656152307,0.18,0.72,4.0,375.0,233.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.3648644707668631,0.0,0.0,1.0,2.0,1.0,1.0,4.08,Africa,Sudan,khartoum,KRT
469.0,2.0,50.0,1438.766625281624,2.040551728856736,0.64,0.97,2.0,1182.0,690.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.18,Africa,Libya,benghazi,BEN
561.0,2.0,50.0,1952.0,1.8628427785271464,0.79,1.33,3.0,1282.0,690.0,1.0,1.0,3.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,3.0,1.785780013000707,1.0,0.0,2.0,2.0,1.0,1.0,3.73,Africa,Libya,tripoli,TIP
181.0,2.0,90.0,1068.0,1.992531505514304,0.4,0.45,3.0,544.0,240.0,2.0,1.0,3.0,4.0,1.0,2.0,5.0,1.0,2.0,2.0,3.0,1.532925782744135,1.0,0.0,2.0,2.0,3.0,4.0,3.78,Africa,Tunisia,tunis,TUN
88.0,2.0,11.0,960.398616504674,1.0,0.38,1.62,4.0,528.2376548282722,254.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.61,Asia,India,moradabad,MZS
98.0,2.0,92.0,671.0,1.0,0.6,1.43,3.0,716.0,312.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,1.0,3.17,Asia,India,guwahati,GAU
358.0,2.0,50.0,702.0,3.0,0.83,1.88,3.0,842.0,586.0,2.0,1.0,2.0,1.0,2.0,1.0,19.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,3.85,Asia,Russia,novosibirsk,OVB
271.0,2.0,50.0,1525.0,1.5577738959358003,0.31,0.36,3.0,700.0,308.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.811589610331097,0.0,0.0,2.0,2.0,3.0,1.0,3.77,Asia,Tajikistan,dushanbe,DYU
376.0,2.0,27.0,1068.0,3.0,1.0,1.3,2.0,927.0,509.0,3.0,2.0,4.0,3.0,2.0,2.0,55.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.48,Europe,Romania,cluj,CLJ
116.0,2.0,37.0,854.0,1.8159182529211624,0.46,1.07,3.0,491.0,232.0,2.0,1.0,2.0,2.0,2.0,1.0,11.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,4.0,2.0,3.21,Europe,Turkey,bursa,YEI
108.0,2.0,215.0,1726.2784046594008,1.0,0.29,8.61,3.0,678.0,794.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.36,Asia,India,kanpur,KNU
711.0,2.0,21.0,2288.0,1.0,2.28,1.49,1.0,1901.0,992.0,3.0,2.0,4.0,3.0,2.0,4.0,10.0,4.0,1.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,3.82,Europe,Italy,genoa,GOA
239.0,2.0,59.0,1129.0,2.400266831908462,0.79,1.69,3.0,783.0,418.0,3.0,1.0,3.0,2.0,1.0,1.0,300.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.42,Europe,Bulgaria,plovdiv,PDV
1153.0,2.0,50.0,1861.0,1.9572474220542395,1.52,3.2,2.0,2113.0,1470.0,2.0,3.0,2.0,3.0,1.0,1.0,7.0,1.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,3.0,1.0,2.0,3.58,Africa,Ghana,accra,ACC
850.0,2.0,21.0,1952.0,2.0,1.87,3.96,2.0,1872.0,1216.0,3.0,2.0,3.0,2.0,3.0,3.0,32.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,3.97,North America,United States,indianapolis in,IND
554.0,2.0,61.0,2745.0,1.9353413280971412,1.86,2.72,2.0,1807.0,869.0,1.0,2.0,3.0,2.0,2.39581918352541,2.4776203338350444,22.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,1.0,3.8,Latin America,Aruba,oranjestad,AUA
500.0,2.0,50.0,2166.0,1.8319969044544409,2.5,3.75,1.0,1700.0,891.0,1.0,2.0,3.0,2.0,2.347929917187208,3.0,32.0,2.4630990003448474,1.0,3.0,3.0,2.0,0.0,0.0,1.0,3.0,4.0,4.0,3.44,Latin America,Barbados,bridgetown,BGI
1249.0,2.0,14.0,1525.0,2.0,1.77,4.64,1.0,2267.0,1665.0,4.0,2.0,3.0,1.0,3.0,3.0,35.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.26,North America,United States,hartford ct,BDL
317.0,2.0,18.0,1373.0,3.0,0.57,1.18,3.0,787.0,428.0,2.0,2.0,3.0,1.0,2.0,3.0,11.0,2.0,1.0,3.0,3.0,2.0,0.0,0.0,4.0,3.0,4.0,4.0,4.27,Europe,Croatia,rijeka,RJK
700.0,2.0,21.0,1861.0,2.0,2.47,2.78,2.0,1860.0,1076.0,2.0,2.0,2.0,2.0,3.0,4.0,24.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,2.0,3.88,Europe,France,annecy,NCY
747.0,2.0,18.0,2077.771138771536,1.0,2.06,3.21,1.0,1888.0,1123.0,4.0,4.0,3.0,3.0,4.0,3.0,23.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.297698772079508,Europe,Finland,tampere,TMP
307.0,2.0,146.0,1129.0,3.0,0.44,4.16,3.0,921.0,700.0,2.0,1.0,1.0,1.0,2.0,1.0,44.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,2.0,3.37,Asia,China,urumqi,URC
320.0,2.0,28.0,1495.0,1.9084310726442064,0.39,1.13,3.0,880.0,426.0,1.0,1.0,4.0,2.0,2.0,1.9522370658276773,13.0,2.0,2.0,3.0,3.0,2.0187990187922056,0.0,0.0,3.0,3.0,4.0,4.0,3.18,Europe,Montenegro,bar,TGD
184.0,2.0,31.0,671.0,3.0,0.63,1.2,3.0,560.0,311.0,1.0,1.0,3.0,2.0,2.0,1.0,20.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,3.83,Europe,Russia,saratov,RTW
754.0,2.0,286.0,1506.7207776269504,1.7143253207061782,0.66,3.89,3.0,1684.0,1064.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,2.84,Middle East,Saudi Arabia,dammam,DMM
598.0,2.0,30.0,946.0,2.0,1.33,3.38,2.0,1271.0,936.0,3.0,2.0,1.0,3.0,2.0,4.0,18.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.69,Asia,Japan,nagoya,NGO
1469.0,2.0,19.0,2715.0,2.0,2.73,4.88,1.0,2907.0,1958.0,4.0,3.0,4.0,1.0,4.0,3.0,19.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.21,Oceania,Australia,darwin,DRW
599.0,2.0,24.0,1952.0,1.0,2.33,3.5,1.0,1861.0,1032.0,4.0,3.0,3.0,2.0,3.0,3.0,50.0,1.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,3.81,Europe,Germany,hannover,HAJ
950.0,2.0,15.0,1617.0,2.0,1.89,3.41,2.0,2023.0,1463.0,3.0,2.0,3.0,2.0,3.0,3.0,22.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.13,North America,United States,norfolk va,ORF
990.0,2.0,8.0,1525.0,1.0,2.07,3.51,1.0,1940.0,1367.0,4.0,4.0,4.0,3.0,4.0,3.0,29.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.19,Europe,Finland,espoo,DTW
534.0,2.0,41.0,824.0,3.0,1.33,4.31,3.0,1088.0,888.0,3.0,2.0,3.0,2.0,2.0,3.0,29.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,4.56,Asia,South Korea,daejeon,CJJ
475.0,2.0,41.0,2044.0,3.0,1.27,3.73,2.0,1377.0,805.0,3.0,2.0,3.0,2.0,2.0,3.0,28.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,4.0,4.0,1.0,4.42,Asia,South Korea,gwangju,KWJ
829.0,2.0,13.0,1708.0,2.0,2.0,4.0,2.0,1784.0,1217.0,3.0,2.0,3.0,1.0,3.0,3.0,21.0,2.0,3.0,3.0,4.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.04,North America,United States,provo ut,PVU
210.0,2.0,45.0,1281.0,1.0,0.23,0.7,3.0,580.0,258.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,4.0,4.02,Asia,Indonesia,sanur bali,DPS
154.0,2.0,88.0,1891.0,3.0,0.48,3.97,3.0,845.0,430.0,2.0,1.0,2.0,1.0,2.0,1.0,9.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,4.0,3.49,Asia,China,yiwu,YIW
760.0,2.0,19.0,2074.0,2.0,1.64,3.43,1.0,1927.0,1256.0,3.0,2.0,4.0,2.0,3.0,3.0,23.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,3.99,North America,United States,columbus oh,CMH
758.0,2.0,23.0,2013.0,1.0,2.33,3.15,1.0,2065.0,1164.0,3.0,4.0,3.0,1.0,4.0,4.0,45.0,3.0,1.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.18,Europe,Netherlands,zwolle,LEY
522.0,2.0,11.0,1617.0,2.0,1.64,3.17,2.0,1530.0,898.0,4.0,3.0,4.0,2.0,4.0,3.0,38.0,3.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.24,North America,Canada,moncton,YQM
914.0,2.0,15.0,1281.0,2.0,1.5,2.28,2.0,1637.0,1158.0,4.0,3.0,4.0,1.0,4.0,3.0,14.0,2.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,3.91,North America,Canada,edmonton,YEG
208.0,2.0,16.0,1159.0,3.0,1.36,2.65,3.0,989.0,526.0,2.0,1.0,2.0,1.0,2.0,1.0,22.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,4.02,Europe,Russia,kaliningrad,KGD
1310.0,2.0,20.0,1617.0,2.0,1.77,3.75,1.0,2226.0,1590.0,3.0,2.0,2.0,3.0,3.0,3.0,20.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,4.12,North America,United States,riverside ca,RAL
500.0,2.0,50.0,1068.0,1.836280702471103,2.0,3.0,3.0,1108.0,804.0,1.0,1.0,2.0,1.0,1.8474011878428016,1.939022758490431,1.0,3.0,1.0,2.0,3.0,1.0,0.0,0.0,2.0,2.0,4.0,2.0,3.44,Oceania,East Timor,dili,DIL
573.0,2.0,30.0,1983.0,1.0,0.28,0.42,3.0,1024.0,552.0,1.0,1.0,3.0,2.0,1.0,1.113537209903119,5.0,1.0,3.0,1.0,3.0,1.981632847901425,1.0,0.0,2.0,2.0,1.0,4.0,3.01,Africa,Nigeria,lagos,LOS
389.0,2.0,31.0,1190.0,2.0,0.96,1.64,3.0,985.0,561.0,1.0,1.0,4.0,2.0,3.0,1.0,12.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.82,Latin America,Brazil,brasilia,BSB
1210.0,2.0,11.0,2288.0,2.0,1.75,3.83,1.0,2372.0,1569.0,3.0,2.0,2.0,3.0,3.0,3.0,23.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,4.0,4.0,1.0,4.27,North America,United States,providence ri,PVD
685.0,2.0,24.0,1251.0,1.0,2.67,2.88,1.0,1677.0,1040.0,2.0,3.0,2.0,3.0,3.0,3.0,31.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,4.22,Europe,Germany,dortmund,DTM
356.0,2.0,27.0,1068.0,1.0,2.33,2.33,3.0,829.0,534.0,2.0,3.0,2.0,2.0,3.0,3.0,56.0,1.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.83,Europe,Germany,hagen,HGU
122.0,2.0,32.0,427.0,2.0,1.05,1.6,3.0,498.0,301.0,2.0,2.0,2.0,1.0,2.0,3.0,31.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.54,Europe,Poland,rzeszow,RZE
789.0,2.0,9.0,1342.0,2.0,1.7,3.92,2.0,1691.0,1165.0,3.0,2.0,4.0,2.0,3.0,3.0,29.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.02,North America,United States,fargo nd,FAR
927.0,2.0,11.0,885.0,2.0,1.77,2.53,2.0,1708.0,1225.0,2.0,3.0,2.0,2.0,4.0,3.0,38.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,4.0,4.23,North America,Canada,grande prairie,YQU
608.0,2.0,10.0,2654.0,2.0,1.9,3.8,2.0,1909.0,1042.0,4.0,3.0,2.0,2.0,4.0,3.0,38.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.27,North America,Canada,nanaimo,YCD
553.0,2.0,12.0,976.0,2.0,1.5,2.94,2.0,1295.0,880.0,4.0,3.0,3.0,3.0,4.0,3.0,38.0,3.0,3.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.48,North America,Canada,abbotsford,YXX
660.0,2.0,14.0,1739.0,3.0,1.37,3.3,2.0,1596.0,997.0,3.0,2.0,3.0,2.0,3.0,2.0,13.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.84,Europe,United Kingdom,hull,HUY
256.0,2.0,260.0,1037.0,1.0,0.02,0.04,3.0,461.0,223.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,4.0,2.26,Asia,Afghanistan,kabul,KBL
150.0,2.0,50.0,785.3717436497282,1.0,1.0,3.0,3.0,611.0,431.0,1.0,1.0,2.0,3.0,1.6439604814120714,1.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,4.0,4.0,3.03,Asia,North Korea,kaesong,FNJ 
206.0,2.0,16.0,641.0,2.118795775237099,0.51,1.27,3.0,526.0,326.0,1.8417407553639715,2.0,4.0,2.0,2.0,1.0,7.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.86,Latin America,Peru,arequipa,AQP
345.0,2.0,23.0,336.0,3.0,0.65,1.65,3.0,688.0,487.0,1.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,3.0,4.0,4.0,3.49,Europe,Russia,ulyanovsk,ULY
245.0,2.0,91.0,580.0,3.0,0.63,1.94,3.0,736.0,457.0,2.0,1.0,2.0,1.0,2.0,1.0,18.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,4.0,4.0,3.55,Europe,Russia,chelyabinsk,CEK
389.0,2.0,50.0,1159.0,1.7502103895056988,0.0,0.0,3.0,787.0,375.0,2.0,1.0,2.0,1.0,2.0,2.0,9.0,1.0,1.0,2.0,3.0,1.5957390973771866,0.0,0.0,3.0,3.0,3.0,2.0,4.02,Asia,Kazakhstan,astana,NQZ
496.0,2.0,18.0,1342.0,1.0,2.33,3.06,2.0,1436.0,868.0,4.0,3.0,3.0,2.0,3.0,3.0,35.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.26,Europe,Germany,aachen,AAH
196.0,2.0,31.0,1037.0,3.0,0.95,0.84,2.0,665.0,310.0,2.0,2.0,4.0,2.0,2.0,1.936705670369141,34.0,1.0,2.0,2.0,3.0,2.0,1.0,0.0,3.0,3.0,4.0,4.0,4.07,Europe,Serbia,nis,INI
376.0,2.0,86.0,1129.0,3.0,0.5,4.03,3.0,922.0,694.0,2.0,1.0,2.0,1.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,3.77,Asia,China,ningbo,NGB
684.0,2.0,6.0,1190.0,1.0,2.62,2.89,1.0,1798.0,1078.0,2.0,4.0,2.0,2.0,4.0,4.0,63.0,1.0,1.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,2.0,4.06,Europe,Netherlands,leeuwarden,LWR
194.0,2.0,17.0,1007.0,2.0,0.49,0.87,3.0,592.0,282.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,4.02,Europe,Ukraine,kharkiv,HRK
402.0,2.0,31.0,2410.0,3.0,1.61,3.1,2.0,1571.0,776.0,2.0,1.0,2.0,1.0,2.0,1.0,33.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,3.28,Europe,Russia,nizhny,GOJ
