1br_studio_rent_in_center,adult_nightlife,air_quality_(year-round),airbnb_(monthly),cashless_society,coca-cola,coffee,cost_of_living,cost_of_living_for_expat,cost_of_living_for_local,female_friendly,freedom_of_speech,friendly_to_foreigners,fun,happiness,healthcare,internet,lgbt_friendly,nightlife,peace,quality_of_life,racial_tolerance,religious_government,safe_tap_water,safety,startup_score,traffic_safety,walkability,nomad_score,region,country,place_slug,iata_code
119.0,2.0,138.0,763.0,1.0,0.45,1.15,3.0,446.0,248.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,4.0,3.8,Asia,India,varanasi,VNS
137.0,2.0,88.0,702.0,1.0,0.37,0.95,3.0,439.0,247.0,2.0,1.0,4.0,4.0,1.0,1.0,6.0,2.0,2.0,1.0,2.0,1.396759593417598,0.0,0.0,3.0,2.0,3.0,4.0,4.14,Asia,Nepal,kathmandu,KTM
1110.0,2.0,17.0,1739.0,2.0,1.54,3.5,2.0,1947.0,1345.0,4.0,2.0,3.0,2.0,3.0,3.0,34.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,4.0,4.43,North America,United States,raleigh nc,RDU
792.0,2.0,13.0,1617.0,3.0,2.21,2.97,2.0,1818.0,1143.0,3.0,2.0,4.0,3.0,3.0,2.0,19.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.3,Europe,United Kingdom,leicester,EMA
272.0,2.0,26.0,702.0,1.0,0.59,1.98,3.0,637.0,465.0,2.0,1.0,3.0,2.0,3.0,3.0,9.0,1.0,1.0,2.0,3.0,2.0,1.0,0.0,3.0,3.0,1.0,2.0,4.06,Asia,Malaysia,kuching,KCH
593.0,2.0,13.0,1617.0,1.0,2.41,3.4,2.0,1555.0,959.0,4.0,3.0,3.0,3.0,3.0,3.0,28.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,3.64,Europe,Germany,nuremberg,NUE
774.0,3.0,18.0,1891.0,2.0,2.62,4.0,1.0,2078.0,1259.0,4.0,3.0,3.0,3.0,3.0,3.0,46.0,3.0,3.0,4.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.27,Europe,Belgium,antwerp,ANR
642.0,2.0,26.0,2105.0,1.0,2.32,3.35,1.0,1894.0,1047.0,4.0,3.0,3.0,2.0,3.0,3.0,50.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,3.69,Europe,Germany,dusseldorf,DUS
2260.0,2.0,16.0,2623.0,2.0,1.72,3.5,1.0,3083.0,2257.0,3.0,2.0,2.0,2.0,3.0,3.0,21.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,2.0,4.0,4.0,4.0,4.17,North America,United States,oakland ca,JCE
376.0,2.0,150.0,946.0,3.0,0.41,0.75,3.0,678.0,420.0,3.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,4.14,Asia,China,chengdu,TFU
890.0,2.0,18.0,1495.0,2.0,1.69,3.54,1.0,1781.0,1237.0,3.0,2.0,3.0,2.0,3.0,3.0,21.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,4.0,4.0,3.92,North America,United States,detroit mi,DTW
744.0,2.0,15.0,1678.0,2.0,1.62,3.16,2.0,1725.0,1091.0,4.0,3.0,4.0,3.0,4.0,3.0,38.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.45,North America,Canada,kitchener,YKF
400.0,2.0,137.0,4880.0,3.0,0.41,0.75,2.0,1687.0,453.0,3.0,1.0,3.0,3.0,2.0,1.0,8.0,2.0,3.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,3.42,Asia,China,nanjing,NKG
601.0,2.0,72.0,1190.0,3.0,0.43,0.95,3.0,1030.0,651.0,2.0,1.0,2.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,4.0,3.97,Asia,China,guangzhou,CAN
1299.0,2.0,7.0,2196.0,2.0,1.82,4.0,1.0,2377.0,1637.0,3.0,2.0,4.0,3.0,3.0,3.0,13.0,3.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.25,North America,United States,west palm beach fl,PBI
1100.0,3.0,18.0,2044.0,2.0,1.92,4.02,2.0,2033.0,1359.0,3.0,2.0,3.0,2.0,3.0,3.0,41.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.36,North America,United States,dallas tx,DFW
263.0,3.0,86.0,793.0,1.0,0.66,1.91,3.0,735.0,439.0,2.0,1.0,4.0,2.0,3.0,2.0,19.0,1.0,2.0,2.0,3.0,1.9358052266139152,0.0,0.0,1.0,3.0,4.0,4.0,3.75,Latin America,Mexico,monterrey,MOY
272.0,3.0,14.0,1403.0,1.0,0.56,0.7,3.0,784.0,358.0,2.0,1.0,2.0,4.0,3.0,2.0,14.0,2.0,1.0,2.0,3.0,1.5152240826750314,0.0,0.0,1.0,3.0,4.0,4.0,3.86,Latin America,Mexico,tijuana,TIJ
370.0,2.0,88.0,885.0,1.780427302103896,0.65,2.46,3.0,776.0,553.0,1.0,2.0,3.0,3.0,2.0,1.0,10.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,2.0,4.0,4.0,3.93,Latin America,Peru,lima,LIM
948.0,2.0,7.0,702.0,2.542355421997581,1.17,1.68,3.0,1166.0,1031.0,1.0,2.0,1.0,1.0,2.0,1.0,17.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.37,Latin America,Peru,cusco,CUZ
248.0,2.0,91.0,885.0,1.7613072768766758,0.64,1.54,3.0,690.0,392.0,2.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,1.721920793448528,0.0,0.0,1.0,2.0,3.0,2.0,2.98,Latin America,Nicaragua,managua,MGA
334.0,2.0,50.0,1312.0,2.154127199315716,0.44,1.33,3.0,784.0,435.0,1.0,1.0,4.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,2.0,4.0,4.0,4.31,Latin America,Guatemala,antigua,ANU
990.0,2.0,18.0,1525.0,3.0,2.87,3.31,1.0,2111.0,1393.0,4.0,2.0,4.0,4.0,3.0,2.0,30.0,4.0,3.0,3.0,3.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,4.17,Europe,United Kingdom,bristol,BRS
218.0,2.0,12.0,793.0,2.0,0.44,1.31,3.0,555.0,332.0,2.0,1.0,4.0,2.0,1.0,1.0,15.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,1.0,4.35,Asia,Vietnam,da lat,DLI
660.0,2.0,21.0,1373.0,3.0,2.21,2.97,2.0,1664.0,1031.0,4.0,2.0,3.0,2.0,3.0,2.0,28.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.21,Europe,United Kingdom,nottingham,NQT
556.0,2.0,24.0,1495.0,3.0,1.3,1.51,3.0,1090.0,674.0,3.0,2.0,3.0,2.0,2.0,2.0,42.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,1.0,4.41,Europe,Romania,brasov,GHV
377.0,2.0,31.0,1068.0,3.0,1.04,1.99,3.0,961.0,581.0,2.0,2.0,3.0,3.0,2.0,2.0,85.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,3.0,3.0,4.0,4.0,4.35,Europe,Romania,bucharest,OTP
445.0,2.0,26.0,1922.0,1.0,2.14,1.58,2.0,1502.0,719.0,2.0,2.0,2.0,2.0,2.0,4.0,9.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.75,Europe,Italy,palermo,PMO
210.0,2.0,49.0,1251.0,1.0,0.23,0.58,3.0,571.0,254.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,4.0,3.64,Asia,Indonesia,kuta bali,DPS
123.0,2.0,47.0,1220.0,1.0,0.52,1.82,3.0,554.0,269.0,1.0,1.0,1.0,1.0,2.0,2.0,10.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,4.21,Asia,Indonesia,denpasar bali,DPS
421.0,2.0,43.0,1190.0,1.0,0.31,0.7,3.0,724.0,441.0,1.0,1.0,3.0,3.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,3.73,Asia,Indonesia,seminyak bali,DPS
445.0,2.0,16.0,1556.0,3.0,1.04,2.08,3.0,1158.0,666.0,4.0,2.0,3.0,3.0,2.0,3.0,108.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.52,Asia,South Korea,jeju island,CJU
750.0,2.0,108.0,1952.0,3.0,0.75,2.96,2.0,1458.0,972.0,2.0,1.0,1.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,4.0,3.76,Asia,China,beijing,PEK
867.0,2.0,19.0,2318.0,3.0,1.95,1.47,1.0,1980.0,1105.0,3.0,3.0,3.0,2.0,3.0,4.0,42.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.06,Europe,Spain,bilbao,BIO
884.0,2.0,12.0,2654.0,3.0,0.0,0.7,2.0,1777.0,932.0,2.0,3.0,2.0,2.0,2.0,4.0,13.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,3.51,Europe,Portugal,portimao,PRM
604.0,3.0,19.0,1769.0,3.0,1.17,0.9,2.0,1279.0,719.0,3.0,3.0,3.0,2.0,2.0,4.0,38.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.48,Europe,Portugal,porto,OPO
1321.0,2.0,11.0,1037.0,1.901144600569363,1.87,3.58,2.0,2089.0,1637.0,3.0,2.0,3.0,2.0,2.3467782953444214,2.5503564629514472,28.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.58,Europe,Gibraltar,gibraltar,GIB
356.0,2.0,12.0,3477.0,2.0,1.9,3.3,1.0,1930.0,774.0,3.0,3.0,2.0,3.0,2.0,3.0,9.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,2.0,3.94,Europe,Cyprus,paphos,PFO
554.0,3.0,20.0,824.0,2.0,1.22,1.76,3.0,1061.0,734.0,2.3508545405554573,1.0,4.0,4.0,3.0,1.0,13.0,3.0,4.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.99,Latin America,Brazil,sao paulo,GRU
1326.0,3.0,15.0,2196.0,2.0,3.02,3.78,1.0,2588.0,1769.0,3.0,1.0,3.0,3.0,4.0,3.0,0.0,4.0,3.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,4.0,4.0,4.32,Middle East,Israel,tel aviv,TLV
91.0,2.0,97.0,702.0,1.0,0.3,0.89,3.0,428.0,202.0,2.0,1.0,3.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,3.09,Asia,India,surat,STV
190.0,2.0,92.0,976.0,1.0,0.4,1.08,3.0,570.0,295.0,2.0,1.0,3.0,2.0,1.0,1.0,7.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,4.0,3.66,Asia,India,pune,PNQ
95.0,2.0,51.0,763.0,1.0,0.0,0.15,4.0,548.2789202070844,535.9923436112385,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,4.0,3.5,Asia,India,varkala,TRV
174.0,2.0,135.0,1007.0,1.0,0.3,0.99,3.0,544.0,263.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,2.97,Asia,India,kolkata,CCU
146.0,2.0,156.0,763.0,1.0,0.55,1.11,3.0,522.0,272.0,1.0,1.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,0.0,2.0,1.0,3.0,4.0,3.14,Asia,India,kota,KTU
493.6556662186954,2.0,317.0,1281.0,1.0,0.29,0.96,3.0,517.0,180.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,3.0,4.0,3.24,Asia,India,allahabad,IXD
922.0,2.0,24.0,4514.0,3.0,2.53,2.33,1.0,2755.0,1225.0,3.0,3.0,3.0,4.0,3.0,4.0,46.0,3.0,4.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.24,Europe,Spain,ibiza,IBZ
1050.0,2.0,12.0,1830.0,2.0,1.66,3.74,1.0,1886.0,1274.0,3.0,2.0,4.0,2.0,3.0,3.0,23.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.3,North America,United States,salt lake city ut,SLC
268.0,2.0,21.0,671.0,1.0,0.43,1.32,3.0,542.0,400.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,4.27,Asia,Indonesia,yogyakarta,JOG
394.0,2.0,20.0,4697.0,3.0,2.09,1.63,1.0,2086.0,636.0,3.0,2.0,3.0,2.0,2.0,3.0,13.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,3.85,Europe,Croatia,split,SPU
479.0,2.0,25.0,1373.0,2.0,1.01,2.03,3.0,1009.0,630.0,3.0,2.0,3.0,2.0,2.7825759717860103,3.0,29.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,4.0,4.0,4.0,4.0,3.93,Europe,Czechia,brno,BRQ
503.0,3.0,68.0,793.0,1.0,0.57,2.02,3.0,835.0,643.0,2.0,1.0,2.0,2.0,2.0,2.0,15.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,4.0,3.98,Asia,Indonesia,jakarta,CGK
524.0,3.0,20.0,1129.0,2.0,0.59,0.99,3.0,944.0,592.0,2.0,1.0,3.0,3.0,1.0,1.0,33.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,4.61,Europe,Ukraine,kiev,IEV
478.0,2.0,25.0,1495.0,1.9743188538751584,2.19,1.61,2.0,1287.0,709.0,2.0,2.0,4.0,3.0,2.0,3.0,41.0,3.0,3.0,3.0,3.0,2.6358529613249706,0.0,1.0,3.0,3.0,4.0,4.0,4.25,Europe,Slovenia,ljubljana,LJU
350.0,2.0,30.0,2203.9948597183165,1.0,2.25,3.88,1.0,1577.0,867.0,2.0,1.0,2.0,3.0,2.0,4.0,14.0,1.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,2.0,4.0,1.0,3.09,Europe,Greece,santorini,JTR
337.0,2.0,22.0,885.0,1.0,1.75,3.94,3.0,1092.0,746.0,3.0,1.0,3.0,3.0,2.0,4.0,9.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.07,Europe,Greece,thessaloniki,SKG
810.0,2.0,20.0,2257.0,1.0,2.36,1.35,1.0,2027.0,1117.0,3.0,2.0,4.0,4.0,2.0,4.0,21.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,3.88,Europe,Italy,florence,FLR
506.0,2.0,10.0,1007.0,3.0,1.76,2.71,2.0,1282.0,794.0,3.0,3.0,2.0,2.0,3.0,4.0,18.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,3.73,Europe,Spain,granada,GRX
758.0,2.0,8.0,2593.0,2.0,1.74,3.4,1.0,1984.0,1124.0,4.0,3.0,4.0,4.0,4.0,3.0,38.0,3.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.34,North America,Canada,kelowna,YLW
852.0,2.0,13.0,2166.0,2.0,1.57,3.06,2.0,1841.0,1148.0,4.0,3.0,4.0,1.0,4.0,3.0,38.0,4.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.26,North America,Canada,victoria,VTA
385.0,2.0,55.0,549.0,1.0,0.29,1.13,3.0,570.0,447.0,2.0,1.0,2.0,2.0,2.0,2.0,7.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.91,Asia,Indonesia,surabaya,SUB
141.0,2.0,59.0,671.0,1.0,0.31,1.1,3.0,399.0,235.0,2.0,1.0,3.0,2.0,2.0,2.0,9.0,1.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,4.0,3.96,Asia,Indonesia,bandung,BDO
930.0,2.0,12.0,2471.0,3.0,1.97,3.5,1.0,2057.0,1288.0,4.0,3.0,4.0,4.0,4.0,3.0,42.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.23,Europe,Sweden,gothenburg,GOT
722.0,2.0,50.0,2166.0,1.6384950827121894,0.84,2.82,2.0,1526.0,907.0,2.0,2.0,3.0,3.0,3.0,3.0,16.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,1.0,3.0,4.0,1.0,3.82,Latin America,Trinidad and Tobago,port of spain,POS
867.0,2.0,21.0,1495.0,1.0,3.12,3.11,1.0,1848.0,1219.0,2.0,3.0,2.0,2.0,3.0,4.0,41.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.82,Europe,Austria,innsbruck,INN
261.0,2.0,14.0,793.0,2.0,0.44,0.44,3.0,452.0,279.0,2.0,1.0,3.0,3.0,1.0,1.0,17.0,2.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,2.0,4.2,Asia,Vietnam,nha trang,CXR
1376.0,2.0,20.0,2257.0,1.0,3.99,4.22,1.0,2641.0,1796.0,4.0,3.0,3.0,2.0,4.0,4.0,41.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,4.1,Europe,Switzerland,basel,BSL
896.0,2.0,14.0,2349.0,2.0,1.64,2.8,1.0,1980.0,1203.0,4.0,3.0,4.0,2.0,4.0,3.0,20.0,3.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.21,Oceania,Australia,hobart,HBR
408.0,2.0,8.0,1464.0,1.0,1.98,1.69,2.0,1358.0,688.0,2.0,2.0,2.0,2.0,2.0,4.0,28.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.87,Europe,Italy,palermo sicily,PMO
451.0,2.0,33.0,641.0,2.0,1.08,1.45,3.0,834.0,591.0,2.0300514032130845,1.0,3.0,4.0,3.0,1.0,12.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,3.59,Latin America,Brazil,recife,REC
2075.0,2.0,22.0,3538.0,2.0,1.88,3.99,1.0,3219.0,2199.0,3.0,2.0,3.0,4.0,3.0,3.0,20.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,4.31,North America,United States,key west fl,EYW
1180.0,3.0,18.0,1769.0,2.0,2.11,4.43,1.0,2338.0,1667.0,2.0,2.0,2.0,2.0,3.0,3.0,33.0,1.0,2.0,3.0,3.0,1.0,0.0,1.0,2.0,3.0,4.0,4.0,4.21,North America,United States,baltimore md,BWI
792.0,2.0,14.0,1617.0,3.0,1.98,2.97,2.0,1758.0,1126.0,3.0,2.0,4.0,3.0,3.0,2.0,20.0,2.0,3.0,3.0,3.0,4.0,0.0,1.0,4.0,4.0,4.0,4.0,4.13,Europe,United Kingdom,liverpool,LPL
607.0,2.0,19.0,2196.0,3.0,2.64,2.97,1.0,1952.0,1020.0,3.0,2.0,4.0,2.0,3.0,2.0,15.0,2.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.4,Europe,United Kingdom,cardiff,CWL
110.0,2.0,10.0,854.0,1.0,1.1,1.19,3.0,563.0,270.0,2.0,2.0,4.0,3.0,3.0,2.0,9.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,4.0,4.0,3.81,Latin America,Argentina,cordoba,ODB
186.0,2.0,14.0,1068.0,1.0,0.99,1.34,3.0,803.0,362.0,1.0,2.0,2.0,1.0,3.0,2.0,6.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,3.68,Latin America,Argentina,mendoza,MDZ
960.0,3.0,14.0,2410.0,2.0,1.67,3.54,1.0,2301.0,1478.0,3.0,2.0,4.0,3.0,3.0,3.0,37.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,4.0,4.0,3.7,North America,United States,new orleans la,MSY
145.0,2.0,82.0,702.0,1.9983399823594643,0.36,0.72,3.0,432.0,223.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,3.0,1.0,3.37,Latin America,Bolivia,la paz,LPB
270.0,2.0,60.0,854.0,1.4619958582409078,0.61,1.44,3.0,621.0,398.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,3.0,3.0,0.0,0.0,2.0,2.0,3.0,4.0,3.63,Latin America,Bolivia,cochabamba,CBB
443.0,2.0,26.0,915.0,2.2353426291892844,1.43,2.97,2.0,1237.0,786.0,3.0,3.0,3.0,2.0,3.0,2.0,19.0,3.0,2.0,3.0,3.0,3.0,0.0,0.0,2.0,3.0,3.0,4.0,4.17,Latin America,Uruguay,montevideo,MVE
335.0,2.0,34.0,1037.0,1.0,0.78,2.09,3.0,838.0,542.0,2.0,1.0,2.1935345704614457,2.0,2.0,3.0,7.0,1.0,1.9760645052985308,2.0,3.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,3.64,Latin America,Paraguay,asuncion,ASU
97.0,2.0,6.0,1348.0157105685798,2.0,0.87,1.68,3.0,510.0,305.0,1.0,1.0,2.0,2.0,3.0,1.0,21.0,3.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,3.75,Latin America,Brazil,campo grande,CGR
323.0,2.0,17.0,793.0,2.0,0.91,1.72,3.0,785.0,500.0,2.0,1.0,4.0,4.0,3.0,1.0,7.0,3.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,2.83,Latin America,Brazil,florianopolis,FLN
1103.0,2.0,16.0,2257.0,3.0,2.64,2.97,1.0,2355.0,1456.0,3.6806780072552288,2.0,3.0,2.0,3.0,2.0,24.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.19,Europe,United Kingdom,brighton,BHT
900.0,2.0,19.0,1434.0,3.0,3.3,3.24,1.0,2156.0,1364.0,4.0,2.0,3.0,3.0,3.0,2.0,34.0,4.0,2.0,3.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,3.93,Europe,United Kingdom,birmingham,BHX
465.0,2.0,23.0,5033.0,3.0,2.41,2.12,1.0,2356.0,796.0,1.0,2.0,2.0,2.0,2.0,3.0,15.0,1.0,1.0,3.0,3.0,2.0,1.0,0.0,4.0,3.0,4.0,4.0,3.71,Europe,Croatia,dubrovnik,DBV
843.0,2.0,177.0,1129.0,1.0,0.48,2.1,3.0,1214.0,938.0,1.0,2.0,2.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,2.0,3.09,Africa,Tanzania,dar es salaam,DAR
904.0,2.0,28.0,3081.0,1.0,2.74,5.4,1.0,2543.0,1444.0,4.0,2.0,4.0,4.0,2.0,4.0,18.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,2.0,4.06,Europe,Italy,venice,VNC
888.0,2.0,82.0,1586.0,2.0,0.68,3.15,3.0,1573.0,1153.0,2.0,1.0,2.0,3.0,2.190621130262272,4.0,6.0,1.0,1.0,3.0,2.0,1.6359673677188686,1.0,0.0,3.0,2.0,1.0,4.0,3.1,Middle East,Oman,muscat,MCT
362.0,2.0,48.0,1891.0,1.0,0.88,2.64,2.0,1148.0,627.0,2.0,3.0,3.0,3.0,4.0,3.0,8.0,3.0,1.0,3.0,3.0,3.0,1.0,0.0,2.0,2.0,4.0,2.0,3.3,Latin America,Costa Rica,puerto viejo,LIO
396.0,2.0,51.50766818885161,1190.0,1.0,0.69,1.2,3.0,717.0,477.0,2.0,2.0,2.0,3.0,3.0,2.0,6.0,2.0,1.0,3.0,3.0,2.0,1.0,0.0,2.0,2.0,4.0,4.0,2.68,Latin America,Argentina,ushuaia,USH
1310.0,2.0,13.0,2349.0,2.0,1.66,4.1,1.0,2615.0,1863.0,3.0,2.0,3.0,3.0,3.0,3.0,42.0,3.0,2.0,3.0,4.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.38,North America,United States,denver co,DEN
1110.0,2.0,18.0,2959.0,2.0,1.71,3.33,1.0,2363.0,1479.0,3.0,2.0,3.0,3.0,3.0,3.0,47.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.18,North America,United States,nashville tn,BNA
1336.0,2.0,7.0,2806.0,2.0,1.52,3.16,1.0,2412.0,1571.0,2.0,3.0,3.0,2.0,4.0,3.0,58.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.05,North America,Canada,whistler,YWS
579.0,2.0,24.0,1068.0,2.0,2.75,3.75,2.0,1616.0,1070.0,3.0,2.0,3.0,2.0,3.0,4.0,46.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.25,Europe,France,grenoble,GNB
398.0,2.0,33.0,1159.0,1.0,0.52,1.72,3.0,862.0,534.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,3.0,2.3172126780490765,1.0,0.0,2.0,3.0,1.0,4.0,3.78,Africa,Kenya,nairobi,WIL
186.0,2.0,170.0,915.0,1.0,0.37,1.28,3.0,536.0,291.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0801670190058992,0.0,0.0,1.0,1.0,1.0,4.0,3.88,Africa,Uganda,kampala,EBB
387.0,2.0,177.0,1251.0,1.0,0.51,1.54,1.0,809.0,493.0,3.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.3642402933442668,1.0,0.0,2.0,2.0,1.0,4.0,3.58,Africa,Rwanda,kigali,KGL
196.0,2.0,23.0,915.0,2.0,0.28,1.35,3.0,568.0,311.0,1.0,1.0,3.0,2.0,1.0,2.0,6.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,2.0,3.0,4.0,4.0,3.91,Middle East,Egypt,cairo,CIR
239.0,2.0,6.0,1159.0,1.8296543416458,0.89,1.19,3.0,761.0,370.0,3.0,1.0,3.0,4.0,1.0,1.0,19.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,2.0,4.18,Europe,Bulgaria,bansko,SOF
